"","name","Yr","AvgSlPr"
"1","ALASKA JUNCTION",1982,80284.2083333333
"2","ALASKA JUNCTION",1983,61973.9130434783
"3","ALASKA JUNCTION",1984,68651.5151515152
"4","ALASKA JUNCTION",1985,73544.4864864865
"5","ALASKA JUNCTION",1986,78851.2295081967
"6","ALASKA JUNCTION",1987,80011.8947368421
"7","ALASKA JUNCTION",1988,83376.875
"8","ALASKA JUNCTION",1989,111199.038461538
"9","ALASKA JUNCTION",1990,143282.096774194
"10","ALASKA JUNCTION",1991,156428.272727273
"11","ALASKA JUNCTION",1992,142909.537444934
"12","ALASKA JUNCTION",1993,140212.495098039
"13","ALASKA JUNCTION",1994,145337.713592233
"14","ALASKA JUNCTION",1995,152835.335
"15","ALASKA JUNCTION",1996,165764.028846154
"16","ALASKA JUNCTION",1997,179794.026431718
"17","ALASKA JUNCTION",1998,197628.996078431
"18","ALASKA JUNCTION",1999,227273.033088235
"19","ALASKA JUNCTION",2000,251875.535087719
"20","ALASKA JUNCTION",2001,272292.089494163
"21","ALASKA JUNCTION",2002,283547.929166667
"22","ALASKA JUNCTION",2003,309785.808163265
"23","ALASKA JUNCTION",2004,352259.04
"24","ALASKA JUNCTION",2005,408509.93877551
"25","ALASKA JUNCTION",2006,431943.119617225
"26","ALASKA JUNCTION",2007,497641.834080717
"27","ALASKA JUNCTION",2008,462452.723076923
"28","ALASKA JUNCTION",2009,413773.460431655
"29","ALASKA JUNCTION",2010,399252.753246753
"30","ALASKA JUNCTION",2011,388243.75
"31","ALASKA JUNCTION",2012,415923.653631285
"32","ALASKA JUNCTION",2013,450572.131067961
"33","ALASKA JUNCTION",2014,490513.86631016
"34","ALASKA JUNCTION",2015,586326.820276498
"35","ALASKA JUNCTION",2016,617429.307291667
"36","ALASKA JUNCTION",2017,700298.846153846
"37","ALASKA JUNCTION",2018,748825.242236025
"38","ALKI",1982,68333.3333333333
"39","ALKI",1983,101828.571428571
"40","ALKI",1984,112407.095238095
"41","ALKI",1985,123309.259259259
"42","ALKI",1986,118950
"43","ALKI",1987,110162.870967742
"44","ALKI",1988,155098.837837838
"45","ALKI",1989,188829.166666667
"46","ALKI",1990,196397.5
"47","ALKI",1991,297906.060606061
"48","ALKI",1992,217146.585365854
"49","ALKI",1993,211153.032786885
"50","ALKI",1994,217059.333333333
"51","ALKI",1995,242160.459016393
"52","ALKI",1996,253200.649350649
"53","ALKI",1997,278722.322580645
"54","ALKI",1998,296426.25
"55","ALKI",1999,338473.12371134
"56","ALKI",2000,422039.12244898
"57","ALKI",2001,399144.255555556
"58","ALKI",2002,503771.588235294
"59","ALKI",2003,461076.956043956
"60","ALKI",2004,507057.051020408
"61","ALKI",2005,632016.904347826
"62","ALKI",2006,641396.942307692
"63","ALKI",2007,764699.4
"64","ALKI",2008,718061.595744681
"65","ALKI",2009,653278.436363636
"66","ALKI",2010,585775.969230769
"67","ALKI",2011,555460.830769231
"68","ALKI",2012,532702
"69","ALKI",2013,602620.141414141
"70","ALKI",2014,766955.712765957
"71","ALKI",2015,790305.902912621
"72","ALKI",2016,935327.839694656
"73","ALKI",2017,1000045.5046729
"74","ALKI",2018,1027201.41666667
"75","BALLARD NORTH",1970,45750
"76","BALLARD NORTH",1977,30000
"77","BALLARD NORTH",1978,48400
"78","BALLARD NORTH",1981,83000
"79","BALLARD NORTH",1982,93447.5384615385
"80","BALLARD NORTH",1983,91685.9555555556
"81","BALLARD NORTH",1984,91769.0747663551
"82","BALLARD NORTH",1985,95960.8595041322
"83","BALLARD NORTH",1986,98354.8741721854
"84","BALLARD NORTH",1987,97872.1602209945
"85","BALLARD NORTH",1988,105384.829931973
"86","BALLARD NORTH",1989,130242.85
"87","BALLARD NORTH",1990,175508.795918367
"88","BALLARD NORTH",1991,173182.889447236
"89","BALLARD NORTH",1992,162585.847715736
"90","BALLARD NORTH",1993,162700.489655172
"91","BALLARD NORTH",1994,164257.625461255
"92","BALLARD NORTH",1995,171810.920074349
"93","BALLARD NORTH",1996,184693.359531773
"94","BALLARD NORTH",1997,200378.219512195
"95","BALLARD NORTH",1998,229822.663817664
"96","BALLARD NORTH",1999,266593.035413153
"97","BALLARD NORTH",2000,286321.781094527
"98","BALLARD NORTH",2001,299549.738410596
"99","BALLARD NORTH",2002,329016.549230769
"100","BALLARD NORTH",2003,345961.542028986
"101","BALLARD NORTH",2004,390960.206395349
"102","BALLARD NORTH",2005,442933.995348837
"103","BALLARD NORTH",2006,507904.606112054
"104","BALLARD NORTH",2007,565986.434343434
"105","BALLARD NORTH",2008,518900.80839895
"106","BALLARD NORTH",2009,467978.928
"107","BALLARD NORTH",2010,468946.132596685
"108","BALLARD NORTH",2011,446928.487534626
"109","BALLARD NORTH",2012,478572.686774942
"110","BALLARD NORTH",2013,539682.902482269
"111","BALLARD NORTH",2014,589912.041431262
"112","BALLARD NORTH",2015,659973.55904059
"113","BALLARD NORTH",2016,736944.554347826
"114","BALLARD NORTH",2017,824183.703153989
"115","BALLARD NORTH",2018,891847.011160714
"116","BALLARD SOUTH",1982,72191.6666666667
"117","BALLARD SOUTH",1983,72264.3333333333
"118","BALLARD SOUTH",1984,70088.4375
"119","BALLARD SOUTH",1985,69765.1351351351
"120","BALLARD SOUTH",1986,78851.6326530612
"121","BALLARD SOUTH",1987,93293.0487804878
"122","BALLARD SOUTH",1988,87339.2790697674
"123","BALLARD SOUTH",1989,122595.089285714
"124","BALLARD SOUTH",1990,140431.244897959
"125","BALLARD SOUTH",1991,141961.06557377
"126","BALLARD SOUTH",1992,139169.326086957
"127","BALLARD SOUTH",1993,133843.712121212
"128","BALLARD SOUTH",1994,143409.091891892
"129","BALLARD SOUTH",1995,157504.137724551
"130","BALLARD SOUTH",1996,153540.051136364
"131","BALLARD SOUTH",1997,165545.107317073
"132","BALLARD SOUTH",1998,214043.384615385
"133","BALLARD SOUTH",1999,226502.155963303
"134","BALLARD SOUTH",2000,261810.551351351
"135","BALLARD SOUTH",2001,282603.651041667
"136","BALLARD SOUTH",2002,282641.60326087
"137","BALLARD SOUTH",2003,315232.098130841
"138","BALLARD SOUTH",2004,372473.186666667
"139","BALLARD SOUTH",2005,411129.181395349
"140","BALLARD SOUTH",2006,455069.746666667
"141","BALLARD SOUTH",2007,533094.484848485
"142","BALLARD SOUTH",2008,483931.381578947
"143","BALLARD SOUTH",2009,393089.340740741
"144","BALLARD SOUTH",2010,437439.70212766
"145","BALLARD SOUTH",2011,405138.933333333
"146","BALLARD SOUTH",2012,451864.518072289
"147","BALLARD SOUTH",2013,478502.38647343
"148","BALLARD SOUTH",2014,578263.139013453
"149","BALLARD SOUTH",2015,646139.209386282
"150","BALLARD SOUTH",2016,718866.579124579
"151","BALLARD SOUTH",2017,816544.501285347
"152","BALLARD SOUTH",2018,888760.2
"153","BITTERLAKE",1981,97500
"154","BITTERLAKE",1982,83075.4615384615
"155","BITTERLAKE",1983,94778.5714285714
"156","BITTERLAKE",1984,99414.4571428571
"157","BITTERLAKE",1985,96755.0833333333
"158","BITTERLAKE",1986,113623.234375
"159","BITTERLAKE",1987,113637.37804878
"160","BITTERLAKE",1988,128948.125
"161","BITTERLAKE",1989,473452.72972973
"162","BITTERLAKE",1990,160167.073529412
"163","BITTERLAKE",1991,191191.118811881
"164","BITTERLAKE",1992,182372.804444444
"165","BITTERLAKE",1993,185111.671232877
"166","BITTERLAKE",1994,175723.571428571
"167","BITTERLAKE",1995,194224.148717949
"168","BITTERLAKE",1996,183178.827906977
"169","BITTERLAKE",1997,235131.87037037
"170","BITTERLAKE",1998,250883.673306773
"171","BITTERLAKE",1999,265595.495192308
"172","BITTERLAKE",2000,289424.38277512
"173","BITTERLAKE",2001,284490.706666667
"174","BITTERLAKE",2002,331818.88559322
"175","BITTERLAKE",2003,339112.652719665
"176","BITTERLAKE",2004,358130.109433962
"177","BITTERLAKE",2005,435382.651639344
"178","BITTERLAKE",2006,492804.144736842
"179","BITTERLAKE",2007,560398.79144385
"180","BITTERLAKE",2008,462555.772357724
"181","BITTERLAKE",2009,416636.275862069
"182","BITTERLAKE",2010,447716.707602339
"183","BITTERLAKE",2011,424837.398601399
"184","BITTERLAKE",2012,438968.485875706
"185","BITTERLAKE",2013,451038.219626168
"186","BITTERLAKE",2014,522262.412621359
"187","BITTERLAKE",2015,563635.11637931
"188","BITTERLAKE",2016,648753.134328358
"189","BITTERLAKE",2017,696327.099601594
"190","BITTERLAKE",2018,803682.344262295
"191","BRIGHTON/DUNLAP",1982,48714.2857142857
"192","BRIGHTON/DUNLAP",1983,55985.3571428571
"193","BRIGHTON/DUNLAP",1984,60066.8181818182
"194","BRIGHTON/DUNLAP",1985,52096.275862069
"195","BRIGHTON/DUNLAP",1986,59188.5769230769
"196","BRIGHTON/DUNLAP",1987,58286.7647058823
"197","BRIGHTON/DUNLAP",1988,62152.8846153846
"198","BRIGHTON/DUNLAP",1989,66604.1956521739
"199","BRIGHTON/DUNLAP",1990,92842.6530612245
"200","BRIGHTON/DUNLAP",1991,88775.1956521739
"201","BRIGHTON/DUNLAP",1992,91182.7109375
"202","BRIGHTON/DUNLAP",1993,96350.4140625
"203","BRIGHTON/DUNLAP",1994,90072.9212598425
"204","BRIGHTON/DUNLAP",1995,94071.984496124
"205","BRIGHTON/DUNLAP",1996,98531.649122807
"206","BRIGHTON/DUNLAP",1997,109078.073825503
"207","BRIGHTON/DUNLAP",1998,124280.262569832
"208","BRIGHTON/DUNLAP",1999,143190.705128205
"209","BRIGHTON/DUNLAP",2000,202911.697142857
"210","BRIGHTON/DUNLAP",2001,170272.748031496
"211","BRIGHTON/DUNLAP",2002,187593.777777778
"212","BRIGHTON/DUNLAP",2003,183649.310126582
"213","BRIGHTON/DUNLAP",2004,281538.574257426
"214","BRIGHTON/DUNLAP",2005,255800.443349754
"215","BRIGHTON/DUNLAP",2006,315772.159090909
"216","BRIGHTON/DUNLAP",2007,723774.167539267
"217","BRIGHTON/DUNLAP",2008,259264.109756098
"218","BRIGHTON/DUNLAP",2009,271871.492957746
"219","BRIGHTON/DUNLAP",2010,232899.578125
"220","BRIGHTON/DUNLAP",2011,313890.85915493
"221","BRIGHTON/DUNLAP",2012,214782.37704918
"222","BRIGHTON/DUNLAP",2013,330150.513513513
"223","BRIGHTON/DUNLAP",2014,288844.319148936
"224","BRIGHTON/DUNLAP",2015,372383.798701299
"225","BRIGHTON/DUNLAP",2016,398011.029761905
"226","BRIGHTON/DUNLAP",2017,490048.375
"227","BRIGHTON/DUNLAP",2018,529892.941176471
"228","CAPITOL HILL",1982,88000
"229","CAPITOL HILL",1984,95600
"230","CAPITOL HILL",1986,92431
"231","CAPITOL HILL",1987,92900
"232","CAPITOL HILL",1988,97500
"233","CAPITOL HILL",1989,190687.5
"234","CAPITOL HILL",1990,104000
"235","CAPITOL HILL",1991,248720.571428571
"236","CAPITOL HILL",1992,139000
"237","CAPITOL HILL",1993,144516.157894737
"238","CAPITOL HILL",1994,155277.777777778
"239","CAPITOL HILL",1995,213475
"240","CAPITOL HILL",1996,149333
"241","CAPITOL HILL",1997,259069.411764706
"242","CAPITOL HILL",1998,212546
"243","CAPITOL HILL",1999,810963.411764706
"244","CAPITOL HILL",2000,371150
"245","CAPITOL HILL",2001,647450
"246","CAPITOL HILL",2002,410309.611111111
"247","CAPITOL HILL",2003,489212.722222222
"248","CAPITOL HILL",2004,486300
"249","CAPITOL HILL",2005,783918.421052632
"250","CAPITOL HILL",2006,748294.444444444
"251","CAPITOL HILL",2007,634462.954545455
"252","CAPITOL HILL",2008,501237.916666667
"253","CAPITOL HILL",2009,526247.222222222
"254","CAPITOL HILL",2010,583777.777777778
"255","CAPITOL HILL",2011,564057.142857143
"256","CAPITOL HILL",2012,589940.357142857
"257","CAPITOL HILL",2013,782114.266666667
"258","CAPITOL HILL",2014,808700
"259","CAPITOL HILL",2015,1230022.81818182
"260","CAPITOL HILL",2016,1273291.5
"261","CAPITOL HILL",2017,1017205.97058824
"262","CAPITOL HILL",2018,1453113.18181818
"263","CENTRAL AREA/SQUIRE PARK",1975,2000
"264","CENTRAL AREA/SQUIRE PARK",1981,30000
"265","CENTRAL AREA/SQUIRE PARK",1982,47489.9166666667
"266","CENTRAL AREA/SQUIRE PARK",1983,68980.6363636364
"267","CENTRAL AREA/SQUIRE PARK",1984,56211.6666666667
"268","CENTRAL AREA/SQUIRE PARK",1985,55544.275862069
"269","CENTRAL AREA/SQUIRE PARK",1986,51794.303030303
"270","CENTRAL AREA/SQUIRE PARK",1987,61306
"271","CENTRAL AREA/SQUIRE PARK",1988,62461.4827586207
"272","CENTRAL AREA/SQUIRE PARK",1989,68035.7192982456
"273","CENTRAL AREA/SQUIRE PARK",1990,109108.163636364
"274","CENTRAL AREA/SQUIRE PARK",1991,110167.530612245
"275","CENTRAL AREA/SQUIRE PARK",1992,106845.451428571
"276","CENTRAL AREA/SQUIRE PARK",1993,108460.770491803
"277","CENTRAL AREA/SQUIRE PARK",1994,109885.008547009
"278","CENTRAL AREA/SQUIRE PARK",1995,120113.822966507
"279","CENTRAL AREA/SQUIRE PARK",1996,128928.064814815
"280","CENTRAL AREA/SQUIRE PARK",1997,148511.36
"281","CENTRAL AREA/SQUIRE PARK",1998,181464.125
"282","CENTRAL AREA/SQUIRE PARK",1999,221031.030172414
"283","CENTRAL AREA/SQUIRE PARK",2000,246863.687782805
"284","CENTRAL AREA/SQUIRE PARK",2001,271663.605769231
"285","CENTRAL AREA/SQUIRE PARK",2002,273374.832684825
"286","CENTRAL AREA/SQUIRE PARK",2003,297392.112403101
"287","CENTRAL AREA/SQUIRE PARK",2004,342441.780864198
"288","CENTRAL AREA/SQUIRE PARK",2005,379805.917491749
"289","CENTRAL AREA/SQUIRE PARK",2006,469315.260536398
"290","CENTRAL AREA/SQUIRE PARK",2007,487509.535211268
"291","CENTRAL AREA/SQUIRE PARK",2008,505221.579710145
"292","CENTRAL AREA/SQUIRE PARK",2009,382923.819767442
"293","CENTRAL AREA/SQUIRE PARK",2010,390137.405594406
"294","CENTRAL AREA/SQUIRE PARK",2011,494185.403614458
"295","CENTRAL AREA/SQUIRE PARK",2012,482227.35978836
"296","CENTRAL AREA/SQUIRE PARK",2013,516916.126923077
"297","CENTRAL AREA/SQUIRE PARK",2014,562190.061728395
"298","CENTRAL AREA/SQUIRE PARK",2015,616795.363636364
"299","CENTRAL AREA/SQUIRE PARK",2016,752047.063492064
"300","CENTRAL AREA/SQUIRE PARK",2017,1025063.12840467
"301","CENTRAL AREA/SQUIRE PARK",2018,911783.420289855
"302","CLAREMONT/RAINIER VISTA",1982,55000
"303","CLAREMONT/RAINIER VISTA",1983,45200
"304","CLAREMONT/RAINIER VISTA",1984,46125
"305","CLAREMONT/RAINIER VISTA",1985,50410
"306","CLAREMONT/RAINIER VISTA",1986,45666.6666666667
"307","CLAREMONT/RAINIER VISTA",1987,37458.25
"308","CLAREMONT/RAINIER VISTA",1988,92633.3333333333
"309","CLAREMONT/RAINIER VISTA",1989,59537.5
"310","CLAREMONT/RAINIER VISTA",1990,71653.7333333333
"311","CLAREMONT/RAINIER VISTA",1991,97865.7142857143
"312","CLAREMONT/RAINIER VISTA",1992,69403.6153846154
"313","CLAREMONT/RAINIER VISTA",1993,67800.9259259259
"314","CLAREMONT/RAINIER VISTA",1994,83703.7777777778
"315","CLAREMONT/RAINIER VISTA",1995,105742.592592593
"316","CLAREMONT/RAINIER VISTA",1996,88635.3392857143
"317","CLAREMONT/RAINIER VISTA",1997,97786.7924528302
"318","CLAREMONT/RAINIER VISTA",1998,111714.95
"319","CLAREMONT/RAINIER VISTA",1999,147809.338709677
"320","CLAREMONT/RAINIER VISTA",2000,163525.325581395
"321","CLAREMONT/RAINIER VISTA",2001,161157
"322","CLAREMONT/RAINIER VISTA",2002,186983.020408163
"323","CLAREMONT/RAINIER VISTA",2003,192314.928571429
"324","CLAREMONT/RAINIER VISTA",2004,237025
"325","CLAREMONT/RAINIER VISTA",2005,1170458.55555556
"326","CLAREMONT/RAINIER VISTA",2006,343001.6875
"327","CLAREMONT/RAINIER VISTA",2007,332102.078947368
"328","CLAREMONT/RAINIER VISTA",2008,343870.761904762
"329","CLAREMONT/RAINIER VISTA",2009,285957.35
"330","CLAREMONT/RAINIER VISTA",2010,322920.409090909
"331","CLAREMONT/RAINIER VISTA",2011,238405.766666667
"332","CLAREMONT/RAINIER VISTA",2012,286755.722222222
"333","CLAREMONT/RAINIER VISTA",2013,408053.646464646
"334","CLAREMONT/RAINIER VISTA",2014,322152.054794521
